,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
7088,10525.0,0.62,,4.0,280.0,2.0,1.0,0.0,support,high
7089,1776.0,0.09,0.96,4.0,256.0,8.0,0.0,0.0,management,low
7090,5527.0,0.8,0.9,4.0,248.0,2.0,0.0,0.0,sales,medium
7091,,0.63,0.56,2.0,,3.0,0.0,0.0,sales,medium
7092,2108.0,0.18,0.36,6.0,283.0,4.0,0.0,0.0,IT,low
7093,4167.0,0.74,,3.0,169.0,3.0,0.0,0.0,technical,low
7094,13866.0,0.63,0.66,2.0,197.0,3.0,0.0,0.0,sales,low
7095,13442.0,0.82,,4.0,198.0,8.0,0.0,0.0,sales,medium
7096,14999.0,0.55,0.89,4.0,252.0,8.0,0.0,1.0,marketing,high
7097,11262.0,0.65,0.99,4.0,131.0,5.0,0.0,0.0,marketing,high
7098,13189.0,0.72,0.85,3.0,263.0,5.0,0.0,0.0,support,medium
7099,13184.0,0.6,0.73,3.0,,3.0,0.0,0.0,sales,medium
7100,,0.21,,3.0,244.0,6.0,0.0,0.0,sales,medium
7101,4659.0,,0.97,5.0,154.0,5.0,0.0,0.0,IT,low
7102,,0.67,0.75,3.0,198.0,2.0,0.0,0.0,IT,medium
7103,7430.0,0.95,0.52,2.0,198.0,2.0,0.0,0.0,sales,medium
7104,7130.0,0.58,0.71,,201.0,,,,,
7105,14094.0,0.12,0.9,3.0,245.0,10.0,0.0,0.0,management,low
7106,7180.0,0.62,0.63,,197.0,,,,,
7107,8852.0,0.91,0.79,3.0,199.0,3.0,0.0,1.0,accounting,high
7108,3667.0,0.66,1.0,4.0,232.0,3.0,0.0,0.0,technical,low
7109,13000.0,0.71,0.9,4.0,218.0,10.0,0.0,1.0,sales,medium
7110,7296.0,0.6,0.62,,202.0,,,,,
7111,625.0,0.09,0.89,6.0,300.0,4.0,0.0,0.0,sales,medium
7112,8314.0,0.68,0.63,4.0,140.0,5.0,0.0,0.0,IT,low
7113,8425.0,0.6,0.68,,204.0,,,,,
7114,11747.0,,0.48,4.0,118.0,6.0,0.0,0.0,support,low
7115,3460.0,0.67,0.8,3.0,183.0,2.0,0.0,0.0,sales,high
7116,3672.0,0.61,0.77,6.0,201.0,4.0,0.0,0.0,RandD,medium
7117,8059.0,0.41,0.53,2.0,191.0,3.0,0.0,0.0,sales,medium
7118,14281.0,0.69,0.85,3.0,240.0,5.0,0.0,0.0,support,medium
7119,3213.0,0.09,0.54,6.0,277.0,4.0,0.0,0.0,IT,low
7120,13365.0,0.84,0.58,4.0,260.0,10.0,0.0,0.0,management,low
7121,8808.0,,0.71,,201.0,,,,,
7122,7008.0,0.86,0.73,5.0,251.0,3.0,0.0,0.0,sales,high
7123,13508.0,0.38,0.44,2.0,131.0,3.0,0.0,0.0,technical,low
7124,2390.0,0.87,0.55,4.0,172.0,2.0,0.0,0.0,IT,medium
7125,3710.0,0.93,0.62,5.0,234.0,3.0,0.0,0.0,product_mng,medium
7126,14705.0,0.45,0.42,2.0,156.0,3.0,0.0,0.0,sales,low
7127,7780.0,0.54,0.5,4.0,157.0,2.0,0.0,0.0,sales,medium
7128,10563.0,0.19,0.47,6.0,272.0,10.0,0.0,0.0,management,low
7129,10751.0,0.63,0.84,4.0,168.0,5.0,0.0,0.0,IT,medium
7130,1584.0,0.11,0.81,6.0,273.0,4.0,0.0,0.0,IT,low
7131,7333.0,,0.71,,203.0,,,,,
7132,6190.0,0.82,0.99,5.0,238.0,3.0,0.0,0.0,accounting,medium
7133,3033.0,0.75,0.72,4.0,225.0,3.0,0.0,0.0,marketing,low
7134,13507.0,0.48,0.97,4.0,280.0,10.0,0.0,0.0,sales,low
7135,12231.0,0.76,0.71,4.0,245.0,7.0,0.0,0.0,management,medium
7136,3829.0,0.38,0.44,2.0,135.0,3.0,0.0,0.0,sales,medium
7137,8712.0,0.59,0.72,5.0,270.0,6.0,0.0,0.0,IT,medium
7138,7572.0,0.64,0.73,,201.0,,,,,
7139,7543.0,0.62,0.71,,201.0,,,,,
7140,2749.0,0.09,0.7,6.0,283.0,3.0,0.0,0.0,sales,medium
7141,8787.0,0.35,0.5,2.0,152.0,3.0,0.0,0.0,marketing,low
7142,4967.0,0.69,0.82,6.0,282.0,3.0,0.0,0.0,sales,low
7143,1757.0,0.38,0.47,2.0,194.0,3.0,0.0,0.0,sales,medium
7144,1504.0,0.38,0.47,4.0,169.0,5.0,0.0,0.0,IT,medium
7145,1454.0,0.6,0.71,,205.0,,,,,
7146,5805.0,,0.84,3.0,224.0,2.0,0.0,0.0,product_mng,medium
7147,9043.0,0.73,0.51,4.0,147.0,3.0,0.0,0.0,management,low
7148,8915.0,0.45,0.46,2.0,,4.0,0.0,0.0,IT,low
7149,8234.0,0.6,0.79,5.0,251.0,3.0,0.0,0.0,sales,high
7150,,0.09,0.71,3.0,238.0,3.0,0.0,0.0,sales,medium
7151,7390.0,0.59,0.7,,196.0,,,,,
7152,3114.0,0.8,0.8,4.0,265.0,4.0,0.0,0.0,technical,medium
7153,4790.0,0.67,0.88,3.0,148.0,3.0,0.0,0.0,sales,medium
7154,1948.0,0.13,0.99,7.0,261.0,5.0,0.0,0.0,IT,low
7155,4132.0,0.72,0.83,4.0,237.0,2.0,0.0,0.0,IT,medium
7156,1311.0,0.12,0.85,7.0,264.0,4.0,0.0,0.0,IT,low
7157,1379.0,0.37,0.45,2.0,142.0,3.0,1.0,0.0,IT,low
7158,7813.0,,0.71,,214.0,,,,,
7159,10131.0,0.6,0.79,3.0,199.0,4.0,0.0,0.0,technical,medium
7160,8718.0,0.74,0.57,4.0,166.0,3.0,0.0,0.0,sales,medium
7161,7894.0,0.59,0.68,,203.0,,,,,
7162,1.0,0.69,0.87,4.0,,5.0,0.0,0.0,IT,medium
7163,14096.0,0.7,0.68,5.0,231.0,2.0,0.0,0.0,marketing,high
7164,6194.0,,,6.0,289.0,6.0,0.0,0.0,sales,low
7165,2054.0,0.66,0.77,3.0,179.0,3.0,0.0,0.0,sales,low
7166,9394.0,0.67,0.56,4.0,154.0,5.0,0.0,0.0,IT,high
7167,7226.0,0.71,0.47,2.0,158.0,2.0,0.0,0.0,sales,medium
7168,9291.0,0.1,0.94,6.0,302.0,6.0,1.0,0.0,product_mng,low
7169,7530.0,0.61,0.71,,198.0,,,,,
7170,4434.0,0.68,0.52,3.0,146.0,4.0,0.0,0.0,sales,medium
7171,8440.0,0.61,0.87,2.0,261.0,4.0,0.0,0.0,hr,low
7172,8595.0,0.92,0.87,4.0,264.0,2.0,0.0,0.0,support,medium
7173,13511.0,0.9,0.75,4.0,186.0,3.0,0.0,0.0,marketing,low
7174,7594.0,0.6,0.71,,196.0,,,,,
7175,2114.0,0.77,0.86,3.0,269.0,4.0,0.0,0.0,sales,medium
7176,4188.0,0.89,0.75,3.0,141.0,3.0,0.0,1.0,management,medium
7177,13643.0,0.72,0.9,5.0,252.0,10.0,0.0,0.0,management,medium
7178,1748.0,0.41,0.45,2.0,271.0,5.0,0.0,0.0,marketing,low
7179,12323.0,0.68,0.95,4.0,266.0,10.0,0.0,0.0,management,low
7180,7362.0,0.6,0.76,3.0,191.0,2.0,0.0,0.0,technical,high
7181,7350.0,0.87,0.72,,201.0,,,,,
7182,,0.68,0.46,3.0,184.0,7.0,0.0,0.0,management,high
7183,13587.0,0.85,0.8,4.0,248.0,5.0,1.0,1.0,accounting,medium
7184,10439.0,0.67,0.5,2.0,158.0,3.0,0.0,0.0,technical,low
7185,6577.0,0.77,0.78,6.0,252.0,3.0,0.0,0.0,IT,medium
7186,3453.0,0.78,0.9,4.0,175.0,3.0,0.0,0.0,marketing,low
7187,7658.0,0.64,0.73,,200.0,,,,,
7188,9824.0,0.92,0.75,3.0,237.0,4.0,0.0,0.0,accounting,high
7189,7902.0,0.62,0.7,,198.0,,,,,
7190,11604.0,0.93,0.95,3.0,245.0,3.0,0.0,0.0,sales,low
7191,2643.0,0.75,0.66,2.0,206.0,3.0,0.0,0.0,sales,low
7192,12727.0,0.61,0.64,,201.0,,,,,
7193,8733.0,0.27,0.77,6.0,251.0,4.0,0.0,0.0,hr,low
7194,11949.0,0.85,0.93,7.0,198.0,4.0,0.0,0.0,sales,medium
7195,11629.0,0.6,0.71,3.0,268.0,7.0,0.0,0.0,management,medium
7196,1723.0,0.64,0.89,3.0,173.0,2.0,0.0,0.0,sales,medium
7197,1696.0,0.7,0.77,6.0,244.0,2.0,0.0,0.0,sales,low
7198,14443.0,0.44,0.55,3.0,191.0,7.0,0.0,0.0,accounting,low
7199,5347.0,0.63,0.84,4.0,181.0,3.0,0.0,1.0,accounting,medium
7200,10729.0,0.7,0.84,4.0,259.0,2.0,0.0,0.0,sales,medium
7201,7902.0,0.61,0.63,,,,,,,
7202,5562.0,0.82,0.75,4.0,,3.0,1.0,1.0,accounting,medium
7203,7435.0,0.84,0.7,3.0,173.0,4.0,0.0,0.0,sales,low
7204,7188.0,0.6,0.71,,200.0,,,,,
7205,7473.0,0.61,0.69,,201.0,,,,,
7206,13742.0,0.41,0.65,3.0,140.0,2.0,0.0,0.0,product_mng,low
7207,5401.0,0.61,0.78,4.0,163.0,5.0,0.0,0.0,RandD,low
7208,5392.0,0.63,0.71,,200.0,,,,,
7209,2488.0,0.16,0.85,7.0,298.0,4.0,0.0,0.0,marketing,low
7210,,0.18,0.97,7.0,258.0,4.0,0.0,0.0,RandD,low
7211,1816.0,0.88,0.48,3.0,139.0,3.0,0.0,0.0,management,low
7212,,0.6,0.65,3.0,182.0,3.0,1.0,1.0,accounting,medium
7213,3212.0,0.72,,4.0,244.0,5.0,0.0,0.0,sales,low
7214,7604.0,0.78,0.77,,195.0,,,,,
7215,11408.0,0.65,0.52,3.0,146.0,3.0,0.0,0.0,sales,medium
7216,12617.0,0.59,0.73,5.0,204.0,3.0,0.0,0.0,sales,high
7217,3488.0,0.6,0.99,4.0,,2.0,0.0,0.0,sales,low
7218,7717.0,0.48,0.52,,203.0,,,,,
7219,12696.0,0.67,0.53,4.0,162.0,2.0,0.0,0.0,sales,medium
7220,10756.0,0.89,0.83,3.0,219.0,3.0,0.0,0.0,management,high
7221,12802.0,0.39,0.49,2.0,140.0,3.0,0.0,0.0,sales,low
7222,8607.0,0.13,0.76,,271.0,4.0,,,,
7223,4155.0,0.38,0.47,2.0,170.0,3.0,0.0,0.0,support,medium
7224,7586.0,0.61,0.73,,199.0,,,,,
7225,11103.0,0.97,0.68,4.0,139.0,3.0,0.0,0.0,RandD,low
7226,7098.0,0.91,0.75,3.0,171.0,3.0,0.0,0.0,marketing,high
7227,2632.0,0.39,0.47,2.0,129.0,3.0,0.0,0.0,technical,low
7228,7618.0,0.74,0.82,5.0,169.0,3.0,0.0,0.0,IT,low
7229,,0.64,0.95,5.0,200.0,2.0,0.0,0.0,support,high
7230,2157.0,0.16,0.72,6.0,259.0,6.0,1.0,0.0,support,medium
7231,4059.0,0.58,0.72,4.0,148.0,2.0,1.0,0.0,RandD,medium
7232,6758.0,0.12,0.89,4.0,264.0,4.0,1.0,0.0,RandD,low
7233,2005.0,0.73,0.57,2.0,163.0,2.0,0.0,0.0,support,low
7234,10580.0,0.59,0.53,3.0,159.0,5.0,0.0,0.0,product_mng,medium
7235,,0.87,0.92,3.0,252.0,3.0,0.0,0.0,IT,medium
7236,5229.0,0.73,0.91,3.0,197.0,3.0,0.0,0.0,product_mng,medium
7237,8984.0,0.42,0.91,3.0,140.0,2.0,0.0,0.0,support,low
7238,,0.65,0.48,3.0,146.0,7.0,0.0,0.0,sales,medium
7239,1150.0,0.87,0.7,4.0,,3.0,0.0,0.0,hr,medium
7240,1978.0,0.84,0.71,5.0,256.0,3.0,0.0,0.0,product_mng,low
7241,5432.0,0.57,0.6,5.0,188.0,3.0,0.0,0.0,IT,high
7242,7340.0,0.6,0.53,,205.0,,,,,
7243,7738.0,0.6,0.71,,201.0,,,,,
7244,7817.0,0.67,0.71,,204.0,,,,,
7245,,0.71,0.97,5.0,231.0,2.0,1.0,0.0,RandD,high
7246,4905.0,0.41,0.74,2.0,140.0,3.0,0.0,0.0,support,low
7247,7220.0,0.63,0.71,,200.0,,,,,
7248,6995.0,0.59,0.71,,199.0,,,,,
7249,11587.0,0.68,0.98,3.0,209.0,2.0,1.0,0.0,sales,low
7250,4328.0,0.61,0.88,3.0,170.0,6.0,0.0,0.0,product_mng,medium
7251,4824.0,0.57,0.84,3.0,268.0,4.0,0.0,0.0,accounting,medium
7252,2779.0,0.74,0.5,2.0,153.0,2.0,0.0,0.0,support,medium
7253,14667.0,0.25,0.74,6.0,258.0,5.0,0.0,0.0,sales,low
7254,7398.0,0.6,0.73,,202.0,,,,,
7255,4017.0,0.71,0.44,2.0,141.0,3.0,0.0,0.0,sales,medium
7256,11024.0,0.62,0.72,4.0,156.0,3.0,0.0,0.0,sales,medium
7257,9778.0,0.6,0.71,,201.0,,,,,
7258,753.0,0.88,,5.0,291.0,5.0,0.0,0.0,technical,low
7259,5723.0,0.58,0.71,,201.0,,,,,
7260,5960.0,0.6,0.72,,220.0,,,,,
7261,13989.0,0.4,0.45,3.0,132.0,3.0,0.0,0.0,management,high
7262,3607.0,0.68,0.8,3.0,148.0,4.0,0.0,0.0,technical,low
7263,1404.0,0.11,0.82,7.0,283.0,4.0,0.0,0.0,sales,medium
7264,1813.0,0.43,,2.0,146.0,3.0,0.0,0.0,hr,medium
7265,1418.0,0.68,0.98,3.0,250.0,3.0,0.0,0.0,technical,low
7266,7624.0,0.64,0.87,4.0,198.0,2.0,0.0,0.0,support,high
7267,7447.0,0.84,0.58,3.0,145.0,3.0,0.0,0.0,marketing,medium
7268,2725.0,0.43,,3.0,96.0,3.0,0.0,0.0,hr,medium
7269,7182.0,0.62,0.47,3.0,154.0,3.0,0.0,0.0,technical,medium
7270,6827.0,0.68,0.71,,202.0,,,,,
7271,7450.0,0.54,0.71,,201.0,,,,,
7272,13552.0,0.63,0.73,5.0,198.0,2.0,0.0,0.0,sales,low
7273,7827.0,0.59,0.72,3.0,178.0,4.0,0.0,0.0,sales,medium
7274,9898.0,0.83,0.72,4.0,156.0,3.0,0.0,0.0,sales,low
7275,1943.0,0.74,,5.0,248.0,5.0,0.0,0.0,IT,medium
7276,8755.0,,0.69,2.0,144.0,3.0,0.0,0.0,accounting,medium
7277,7747.0,0.62,0.7,,197.0,,,,,
7278,4484.0,0.13,0.9,3.0,268.0,4.0,1.0,0.0,product_mng,low
7279,7772.0,0.59,0.7,,201.0,,,,,
7280,14803.0,0.29,0.55,3.0,281.0,5.0,0.0,0.0,RandD,low
7281,13532.0,0.74,0.84,3.0,278.0,6.0,0.0,1.0,hr,low
7282,7870.0,0.92,0.93,3.0,238.0,2.0,1.0,0.0,technical,high
7283,7269.0,0.58,0.62,,207.0,,,,,
7284,9107.0,0.75,0.8,4.0,267.0,5.0,1.0,0.0,accounting,medium
7285,12089.0,0.27,0.74,3.0,247.0,3.0,0.0,1.0,sales,low
7286,9723.0,0.36,0.85,4.0,144.0,5.0,0.0,0.0,support,medium
7287,7429.0,0.62,0.72,,195.0,,,,,
7288,1555.0,0.68,1.0,5.0,243.0,5.0,0.0,0.0,sales,low
7289,6199.0,0.59,0.72,,202.0,,,,,
7290,3446.0,0.48,0.47,2.0,137.0,3.0,0.0,0.0,IT,low
7291,14510.0,0.62,0.85,3.0,265.0,7.0,0.0,0.0,sales,low
7292,13823.0,0.64,0.45,2.0,164.0,3.0,0.0,0.0,technical,low
7293,4041.0,0.63,0.73,3.0,174.0,3.0,1.0,0.0,accounting,medium
7294,10788.0,,0.42,5.0,253.0,8.0,0.0,0.0,sales,low
7295,8543.0,0.62,0.73,,203.0,,,,,
7296,7967.0,0.59,0.71,,202.0,,,,,
7297,8746.0,0.81,0.88,4.0,210.0,5.0,0.0,0.0,sales,medium
7298,1857.0,0.63,0.47,3.0,177.0,3.0,0.0,0.0,IT,low
7299,7571.0,0.61,0.7,,201.0,,,,,
7300,5504.0,0.7,0.8,4.0,217.0,3.0,1.0,1.0,management,medium
7301,10660.0,0.9,0.93,4.0,269.0,5.0,0.0,0.0,support,medium
7302,6879.0,0.73,0.9,3.0,121.0,7.0,0.0,0.0,support,medium
7303,13674.0,0.5,,3.0,162.0,3.0,0.0,0.0,sales,medium
7304,4261.0,0.67,0.79,2.0,153.0,3.0,0.0,0.0,marketing,medium
7305,9283.0,0.94,1.0,3.0,259.0,4.0,0.0,0.0,sales,low
7306,13590.0,0.81,0.71,6.0,297.0,4.0,0.0,0.0,support,medium
7307,12881.0,0.09,0.75,6.0,259.0,4.0,0.0,0.0,sales,medium
7308,12391.0,0.09,0.91,6.0,266.0,4.0,0.0,0.0,accounting,high
7309,8070.0,0.87,0.76,5.0,219.0,10.0,0.0,0.0,management,medium
7310,8056.0,0.63,0.75,3.0,228.0,4.0,0.0,0.0,marketing,high
7311,7744.0,0.98,0.89,3.0,200.0,2.0,1.0,0.0,marketing,medium
7312,13010.0,0.59,0.43,3.0,195.0,10.0,0.0,0.0,management,medium
7313,7274.0,0.62,0.61,,230.0,,,,,
7314,2731.0,0.37,0.36,6.0,103.0,3.0,0.0,0.0,IT,low
7315,13715.0,0.72,0.54,3.0,191.0,10.0,0.0,0.0,technical,medium
7316,13672.0,0.81,0.95,5.0,,3.0,0.0,1.0,marketing,low
7317,7584.0,0.59,0.72,,201.0,,,,,
7318,2719.0,0.39,0.51,2.0,140.0,3.0,0.0,0.0,marketing,low
7319,3694.0,0.21,0.77,4.0,178.0,4.0,0.0,0.0,sales,medium
7320,5559.0,0.76,0.77,4.0,224.0,4.0,0.0,0.0,accounting,low
7321,7221.0,0.46,0.71,,199.0,,,,,
7322,1953.0,0.76,,4.0,243.0,5.0,0.0,0.0,accounting,low
7323,9048.0,0.67,0.72,4.0,,2.0,0.0,0.0,support,medium
7324,5946.0,0.77,0.74,3.0,135.0,4.0,1.0,0.0,sales,medium
7325,3202.0,0.09,0.9,3.0,250.0,4.0,0.0,0.0,marketing,medium
7326,9214.0,0.88,0.58,3.0,222.0,6.0,0.0,0.0,marketing,medium
7327,7645.0,0.56,0.67,,,,,,,
7328,443.0,0.33,0.69,6.0,287.0,4.0,0.0,0.0,IT,medium
7329,8904.0,0.63,0.88,4.0,187.0,5.0,0.0,0.0,sales,medium
7330,14160.0,0.38,0.43,4.0,182.0,3.0,0.0,0.0,management,high
7331,7759.0,,0.71,,174.0,,,,,
7332,14001.0,0.76,,4.0,158.0,10.0,0.0,0.0,management,high
7333,6916.0,0.64,0.78,4.0,259.0,10.0,0.0,0.0,sales,low
7334,1096.0,0.7,0.75,4.0,,5.0,1.0,0.0,RandD,low
7335,2960.0,0.8,0.56,5.0,141.0,3.0,0.0,0.0,RandD,medium
7336,13620.0,0.61,0.58,4.0,163.0,10.0,0.0,0.0,sales,medium
7337,5334.0,,0.6,3.0,159.0,2.0,0.0,0.0,RandD,medium
7338,7036.0,0.61,0.73,,199.0,,,,,
7339,7129.0,0.54,0.55,4.0,175.0,10.0,0.0,0.0,sales,medium
7340,12375.0,0.91,0.65,4.0,251.0,3.0,0.0,0.0,hr,medium
7341,11806.0,0.67,0.64,3.0,254.0,8.0,1.0,0.0,RandD,medium
7342,7698.0,0.6,0.7,,198.0,,,,,
7343,7379.0,0.62,0.71,,200.0,,,,,
7344,4375.0,0.6,0.76,,202.0,,,,,
7345,5271.0,0.71,0.89,4.0,244.0,4.0,1.0,0.0,accounting,low
7346,5322.0,0.83,0.6,2.0,160.0,3.0,0.0,0.0,technical,high
7347,14362.0,0.78,,4.0,271.0,7.0,0.0,0.0,management,medium
7348,7720.0,0.64,0.75,,288.0,,,,,
7349,7647.0,0.58,0.71,,199.0,,,,,
7350,3321.0,0.14,0.95,6.0,298.0,4.0,0.0,0.0,support,high
7351,5625.0,0.82,0.96,4.0,278.0,3.0,0.0,0.0,accounting,medium
7352,2548.0,0.63,0.98,3.0,225.0,8.0,0.0,0.0,support,low
7353,1608.0,0.09,0.85,7.0,294.0,4.0,0.0,0.0,accounting,medium
7354,8423.0,0.74,0.49,2.0,160.0,3.0,0.0,0.0,hr,medium
7355,13648.0,0.42,0.53,2.0,99.0,3.0,0.0,0.0,management,medium
7356,2210.0,0.8,0.53,2.0,251.0,3.0,0.0,0.0,sales,low
7357,4345.0,0.41,0.55,2.0,166.0,2.0,0.0,0.0,marketing,low
7358,8969.0,0.88,0.77,4.0,147.0,3.0,0.0,0.0,RandD,high
7359,9425.0,0.6,0.7,,197.0,,,,,
7360,11922.0,0.38,0.45,3.0,149.0,3.0,1.0,0.0,support,low
7361,7456.0,0.73,0.75,4.0,163.0,3.0,0.0,0.0,sales,low
7362,11384.0,0.49,0.71,3.0,193.0,3.0,1.0,1.0,sales,medium
7363,11001.0,0.11,0.98,7.0,253.0,4.0,0.0,0.0,sales,medium
7364,8788.0,0.75,0.97,5.0,263.0,5.0,0.0,0.0,marketing,medium
7365,6672.0,0.51,0.76,6.0,201.0,4.0,0.0,0.0,accounting,medium
7366,7742.0,0.61,0.7,,201.0,,,,,
7367,13694.0,0.94,,3.0,120.0,8.0,0.0,1.0,sales,low
7368,14055.0,0.86,0.56,4.0,140.0,2.0,0.0,0.0,RandD,low
7369,7944.0,0.74,0.7,,198.0,,,,,
7370,2829.0,0.4,0.53,2.0,154.0,5.0,0.0,0.0,support,medium
7371,59.0,0.09,0.88,6.0,249.0,4.0,0.0,0.0,accounting,high
7372,1734.0,0.78,0.92,3.0,,4.0,0.0,0.0,support,medium
7373,14076.0,0.44,0.54,4.0,142.0,3.0,0.0,1.0,accounting,medium
7374,10459.0,0.69,0.73,3.0,162.0,5.0,0.0,0.0,management,high
7375,7070.0,0.77,0.71,3.0,169.0,3.0,0.0,0.0,technical,medium
7376,7252.0,,0.72,,198.0,,,,,
7377,9537.0,0.89,0.87,4.0,254.0,5.0,0.0,0.0,accounting,low
7378,4431.0,0.97,0.47,4.0,222.0,5.0,1.0,0.0,hr,medium
7379,9276.0,0.95,0.77,,203.0,,,,,
7380,1740.0,0.17,0.81,6.0,269.0,4.0,0.0,0.0,sales,medium
7381,6584.0,0.63,,5.0,164.0,3.0,0.0,0.0,support,medium
7382,241.0,0.18,0.92,7.0,197.0,4.0,0.0,0.0,support,low
7383,13427.0,0.7,0.43,2.0,135.0,4.0,0.0,0.0,marketing,low
7384,8524.0,0.83,1.0,4.0,251.0,3.0,0.0,0.0,product_mng,low
7385,5155.0,0.65,0.87,3.0,96.0,6.0,0.0,0.0,support,medium
7386,3664.0,0.58,0.88,4.0,279.0,4.0,0.0,0.0,marketing,low
7387,2513.0,0.74,0.54,3.0,145.0,2.0,0.0,0.0,support,low
7388,5272.0,0.4,0.83,2.0,117.0,3.0,0.0,0.0,sales,low
7389,,0.92,0.9,3.0,199.0,3.0,0.0,0.0,accounting,high
7390,4998.0,0.91,0.98,5.0,242.0,4.0,0.0,0.0,IT,medium
7391,8333.0,0.75,0.65,4.0,237.0,5.0,0.0,0.0,RandD,low
7392,6488.0,,0.67,3.0,200.0,2.0,0.0,0.0,sales,high
7393,6718.0,,0.92,3.0,271.0,2.0,0.0,0.0,technical,high
7394,,0.18,0.77,3.0,184.0,3.0,0.0,0.0,accounting,medium
7395,8429.0,0.85,0.83,5.0,228.0,3.0,0.0,0.0,product_mng,low
7396,2021.0,0.24,0.43,6.0,100.0,6.0,1.0,0.0,technical,low
7397,2888.0,0.21,0.97,6.0,264.0,6.0,0.0,0.0,support,high
7398,1749.0,0.09,0.75,7.0,299.0,4.0,0.0,0.0,marketing,medium
7399,14417.0,0.3,0.52,3.0,,3.0,0.0,0.0,sales,low
7400,7284.0,0.6,0.72,,204.0,,,,,
7401,203.0,0.62,0.7,4.0,222.0,5.0,0.0,0.0,accounting,high
7402,13975.0,0.7,0.65,3.0,200.0,2.0,0.0,0.0,product_mng,high
7403,2273.0,0.74,0.53,3.0,153.0,8.0,1.0,0.0,hr,medium
7404,8123.0,0.55,0.72,,201.0,,,,,
7405,5451.0,1.0,0.73,3.0,126.0,3.0,0.0,1.0,management,high
7406,8058.0,0.71,0.82,3.0,198.0,2.0,0.0,0.0,sales,medium
7407,1259.0,0.15,0.91,7.0,268.0,4.0,0.0,0.0,IT,medium
7408,2170.0,0.8,0.99,6.0,276.0,4.0,0.0,0.0,technical,low
7409,4843.0,0.59,0.72,3.0,,4.0,1.0,0.0,hr,low
7410,11897.0,0.63,0.55,4.0,179.0,2.0,0.0,0.0,hr,low
7411,9256.0,0.86,0.96,6.0,252.0,3.0,0.0,0.0,hr,low
7412,7212.0,0.63,0.71,,201.0,,,,,
7413,6489.0,0.61,0.71,,201.0,,,,,
7414,8382.0,0.81,0.81,5.0,267.0,4.0,0.0,0.0,support,medium
7415,2229.0,0.12,0.81,6.0,258.0,4.0,0.0,0.0,support,medium
7416,7447.0,0.73,0.88,4.0,233.0,3.0,0.0,0.0,sales,low
7417,11048.0,0.16,0.8,6.0,310.0,4.0,0.0,0.0,technical,medium
7418,,0.62,1.0,3.0,,3.0,0.0,0.0,sales,medium
7419,14077.0,,1.0,4.0,260.0,2.0,0.0,0.0,hr,low
7420,2073.0,0.27,0.56,4.0,158.0,5.0,0.0,0.0,IT,medium
7421,7458.0,0.59,0.71,,197.0,,,,,
7422,4507.0,0.63,0.46,6.0,221.0,6.0,0.0,0.0,product_mng,low
7423,7987.0,0.63,0.71,,203.0,,,,,
7424,14118.0,0.83,0.72,4.0,,2.0,0.0,0.0,sales,low
7425,3963.0,0.55,0.48,3.0,150.0,4.0,1.0,0.0,marketing,low
7426,12986.0,0.82,,4.0,242.0,5.0,0.0,0.0,accounting,medium
7427,7580.0,0.96,0.75,4.0,267.0,3.0,0.0,0.0,support,high
7428,5996.0,0.77,0.74,4.0,161.0,3.0,0.0,0.0,accounting,medium
7429,5529.0,0.63,0.45,5.0,174.0,5.0,0.0,0.0,RandD,medium
7430,228.0,0.17,0.87,4.0,271.0,7.0,0.0,0.0,technical,medium
7431,,0.64,0.92,4.0,260.0,4.0,0.0,0.0,support,medium
7432,7187.0,0.76,0.69,,197.0,,,,,
7433,12769.0,0.41,0.5,2.0,171.0,3.0,1.0,0.0,product_mng,low
7434,5924.0,0.52,0.71,3.0,188.0,2.0,0.0,0.0,accounting,medium
7435,7176.0,0.72,0.72,4.0,197.0,2.0,1.0,0.0,RandD,high
7436,7526.0,0.67,0.71,,201.0,,,,,
7437,9493.0,0.51,0.5,3.0,150.0,2.0,0.0,0.0,IT,low
7438,4550.0,0.88,0.71,5.0,201.0,2.0,0.0,0.0,sales,high
7439,10150.0,0.67,0.49,3.0,203.0,4.0,0.0,0.0,sales,medium
7440,7618.0,0.6,0.73,,197.0,,,,,
7441,8141.0,0.54,0.77,3.0,244.0,2.0,1.0,0.0,support,low
7442,13302.0,0.65,0.52,3.0,270.0,3.0,1.0,0.0,product_mng,high
7443,1752.0,0.61,0.96,5.0,,2.0,1.0,0.0,sales,medium
7444,4807.0,0.76,0.76,4.0,276.0,2.0,0.0,0.0,management,high
7445,6642.0,0.14,0.78,6.0,187.0,4.0,0.0,0.0,sales,high
7446,11857.0,0.23,0.43,3.0,302.0,4.0,0.0,0.0,management,high
7447,7750.0,0.63,0.62,,197.0,,,,,
7448,7416.0,0.6,0.78,,,,,,,
7449,8376.0,0.68,0.86,4.0,201.0,8.0,1.0,0.0,sales,medium
7450,7612.0,0.61,0.72,,197.0,,,,,
7451,9218.0,,0.72,,209.0,,0.0,,hr,
7452,7767.0,0.6,0.71,,199.0,,,,,
7453,7528.0,0.61,0.69,,201.0,,,,,
7454,8792.0,0.69,0.82,3.0,240.0,2.0,0.0,0.0,support,high
7455,,0.39,0.49,2.0,147.0,3.0,0.0,0.0,IT,low
