,index,Unnamed: 0,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
2926,4362,4362,13763.0,0.69,0.84,2.0,260.0,3.0,0.0,0.0,marketing,low
2927,4363,4363,13969.0,0.46,0.73,4.0,161.0,3.0,0.0,0.0,management,high
2928,4364,4364,10367.0,0.75,0.84,4.0,278.0,3.0,1.0,0.0,sales,low
2929,4365,4365,14222.0,0.14,0.71,6.0,274.0,4.0,0.0,0.0,accounting,low
2930,4366,4366,4824.0,0.97,0.88,3.0,201.0,2.0,1.0,0.0,sales,medium
2931,4367,4367,3284.0,0.61,0.66,5.0,200.0,3.0,0.0,0.0,sales,low
2932,4368,4368,952.0,0.89,1.0,4.0,262.0,5.0,0.0,0.0,IT,low
2933,4372,4372,4897.0,0.6,0.75,3.0,153.0,8.0,0.0,1.0,management,medium
2934,4373,4373,3964.0,0.09,0.77,7.0,265.0,4.0,0.0,0.0,sales,medium
2935,4375,4375,13121.0,0.1,0.99,6.0,295.0,7.0,0.0,0.0,sales,low
2936,4376,4376,12323.0,0.2,0.49,2.0,159.0,4.0,0.0,0.0,sales,low
2937,4377,4377,9634.0,0.13,0.89,3.0,242.0,8.0,0.0,0.0,sales,low
2938,4378,4378,4040.0,0.64,0.83,5.0,259.0,4.0,0.0,0.0,sales,medium
2939,4382,4382,13931.0,0.69,0.52,5.0,251.0,2.0,0.0,0.0,accounting,low
2940,4383,4383,9476.0,0.69,0.77,4.0,162.0,2.0,0.0,0.0,management,low
2941,4384,4384,8021.0,0.15,0.39,6.0,276.0,7.0,0.0,0.0,sales,low
2942,4385,4385,6814.0,0.64,0.79,3.0,200.0,3.0,0.0,0.0,sales,low
2943,4387,4387,2765.0,0.13,0.81,6.0,272.0,6.0,0.0,0.0,technical,low
2944,4390,4390,14190.0,0.51,0.85,3.0,233.0,4.0,1.0,0.0,sales,medium
2945,4391,4391,7824.0,0.72,0.49,3.0,145.0,3.0,0.0,0.0,hr,medium
2946,4392,4392,2810.0,0.25,0.38,2.0,135.0,8.0,1.0,0.0,technical,low
2947,4393,4393,4036.0,0.26,0.85,3.0,273.0,6.0,0.0,0.0,support,medium
2948,4394,4394,1418.0,0.39,0.94,2.0,170.0,5.0,0.0,0.0,sales,low
2949,4395,4395,2235.0,0.49,0.55,3.0,251.0,2.0,1.0,0.0,IT,medium
2950,4396,4396,5878.0,0.53,0.72,3.0,204.0,2.0,0.0,0.0,sales,low
2951,4399,4399,3400.0,0.8,0.79,4.0,202.0,3.0,0.0,1.0,accounting,medium
2952,4400,4400,3231.0,0.8,0.84,4.0,254.0,3.0,0.0,0.0,sales,low
2953,4402,4402,6503.0,0.79,0.85,4.0,203.0,2.0,0.0,0.0,accounting,high
2954,4403,4403,9260.0,0.82,0.71,3.0,274.0,3.0,0.0,0.0,management,high
2955,4404,4404,13727.0,0.69,0.51,2.0,193.0,3.0,0.0,0.0,sales,medium
2956,4405,4405,2720.0,0.72,0.76,3.0,132.0,4.0,1.0,0.0,support,medium
2957,4407,4407,14805.0,0.11,0.42,6.0,97.0,6.0,0.0,0.0,IT,low
2958,4408,4408,2136.0,0.82,0.98,4.0,234.0,3.0,0.0,0.0,sales,low
2959,4409,4409,10380.0,0.62,0.75,3.0,199.0,3.0,0.0,0.0,product_mng,high
2960,4410,4410,13014.0,0.26,0.58,6.0,141.0,4.0,0.0,0.0,sales,low
2961,4413,4413,14358.0,0.69,0.64,3.0,178.0,7.0,0.0,0.0,sales,medium
2962,4414,4414,8775.0,0.88,0.86,3.0,265.0,3.0,0.0,0.0,product_mng,high
2963,4416,4416,4398.0,0.97,0.71,3.0,238.0,3.0,0.0,0.0,IT,medium
2964,4418,4418,2544.0,0.44,0.42,2.0,147.0,5.0,0.0,0.0,technical,medium
2965,4420,4420,8480.0,0.58,0.72,5.0,201.0,2.0,1.0,0.0,sales,medium
2966,4422,4422,7580.0,0.48,0.82,3.0,205.0,2.0,0.0,1.0,product_mng,high
2967,4423,4423,3092.0,0.82,0.86,3.0,173.0,3.0,0.0,0.0,RandD,low
2968,4424,4424,13591.0,0.13,0.84,6.0,106.0,4.0,0.0,0.0,technical,low
2969,4425,4425,8667.0,0.97,0.68,3.0,197.0,2.0,0.0,0.0,sales,medium
2970,4427,4427,4276.0,0.7,0.8,3.0,194.0,2.0,1.0,0.0,sales,low
2971,4430,4430,1748.0,0.13,0.93,7.0,243.0,4.0,0.0,0.0,support,low
2972,4431,4431,2180.0,0.69,0.52,2.0,143.0,3.0,0.0,0.0,RandD,low
2973,4433,4433,11096.0,0.87,0.6,5.0,216.0,2.0,0.0,0.0,sales,low
2974,4434,4434,14255.0,0.75,0.56,3.0,144.0,8.0,0.0,0.0,sales,medium
2975,4435,4435,14534.0,0.93,0.71,4.0,247.0,4.0,0.0,0.0,sales,high
2976,4436,4436,9062.0,0.91,0.99,4.0,284.0,5.0,0.0,0.0,sales,low
2977,4437,4437,305.0,0.85,0.97,5.0,272.0,5.0,0.0,0.0,accounting,medium
2978,4439,4439,13997.0,0.73,1.0,3.0,242.0,5.0,0.0,0.0,accounting,medium
2979,4441,4441,8385.0,0.34,0.49,3.0,161.0,3.0,1.0,0.0,accounting,medium
2980,4442,4442,14523.0,0.59,0.83,6.0,278.0,5.0,0.0,0.0,IT,low
2981,4443,4443,3823.0,0.97,0.59,3.0,143.0,3.0,0.0,0.0,sales,low
2982,4444,4444,10800.0,0.66,0.53,3.0,204.0,3.0,0.0,0.0,support,medium
2983,4447,4447,1319.0,0.16,0.96,5.0,286.0,5.0,0.0,0.0,IT,low
2984,4448,4448,9878.0,0.94,0.57,2.0,288.0,3.0,0.0,0.0,sales,medium
2985,4450,4450,7808.0,0.92,0.72,4.0,259.0,2.0,0.0,0.0,IT,low
2986,4451,4451,2145.0,0.66,0.8,3.0,174.0,3.0,0.0,0.0,technical,medium
2987,4453,4453,12548.0,0.45,0.44,2.0,136.0,3.0,0.0,0.0,support,medium
2988,4454,4454,1959.0,0.78,0.66,3.0,144.0,3.0,0.0,0.0,product_mng,low
2989,4455,4455,13005.0,0.93,0.96,3.0,157.0,4.0,0.0,1.0,RandD,medium
2990,4457,4457,13918.0,0.69,0.56,4.0,172.0,3.0,0.0,0.0,sales,low
2991,4458,4458,4420.0,0.64,0.71,5.0,183.0,10.0,0.0,0.0,support,medium
2992,4460,4460,13313.0,0.89,0.97,5.0,202.0,4.0,0.0,0.0,sales,medium
2993,4461,4461,7680.0,0.91,0.78,4.0,198.0,3.0,0.0,1.0,sales,low
2994,4463,4463,12488.0,0.88,0.69,3.0,203.0,3.0,0.0,0.0,management,high
2995,4464,4464,9893.0,0.78,0.56,3.0,150.0,3.0,0.0,0.0,RandD,low
2996,4465,4465,458.0,0.83,0.59,5.0,206.0,5.0,0.0,0.0,technical,medium
2997,4466,4466,3510.0,0.95,0.72,3.0,228.0,2.0,0.0,0.0,sales,low
2998,4467,4467,12173.0,0.59,0.51,3.0,112.0,6.0,0.0,0.0,technical,low
2999,4468,4468,12241.0,0.65,0.9,4.0,200.0,2.0,0.0,1.0,accounting,medium
3000,4469,4469,4455.0,0.63,0.67,3.0,241.0,3.0,0.0,0.0,IT,medium
3001,4470,4470,3270.0,0.72,0.7,3.0,139.0,4.0,0.0,0.0,sales,medium
3002,4472,4472,9511.0,0.67,0.72,4.0,199.0,3.0,0.0,0.0,management,high
3003,4474,4474,5909.0,0.54,0.36,6.0,147.0,6.0,1.0,0.0,support,medium
3004,4476,4476,9928.0,0.63,0.66,4.0,202.0,5.0,0.0,0.0,sales,medium
3005,4478,4478,13347.0,0.09,0.57,5.0,274.0,3.0,0.0,0.0,sales,medium
3006,4479,4479,13611.0,0.74,0.48,3.0,127.0,3.0,0.0,0.0,technical,medium
3007,4480,4480,8885.0,0.7,0.7,5.0,210.0,2.0,0.0,0.0,RandD,low
3008,4482,4482,17.0,0.18,1.0,5.0,258.0,4.0,0.0,0.0,sales,low
3009,4484,4484,8474.0,0.63,0.74,3.0,200.0,4.0,0.0,0.0,IT,high
3010,4485,4485,8012.0,0.96,0.71,4.0,187.0,8.0,0.0,0.0,marketing,medium
3011,4486,4486,8053.0,0.82,0.87,2.0,199.0,3.0,0.0,0.0,technical,low
3012,4487,4487,3256.0,0.4,0.45,2.0,169.0,3.0,1.0,0.0,RandD,low
3013,4488,4488,13073.0,0.95,0.55,4.0,229.0,2.0,0.0,0.0,sales,low
3014,4490,4490,5728.0,0.6,0.71,3.0,192.0,3.0,0.0,1.0,RandD,medium
3015,4491,4491,9614.0,0.21,0.69,6.0,182.0,4.0,0.0,0.0,sales,high
3016,4492,4492,4981.0,0.64,0.73,4.0,157.0,3.0,0.0,0.0,sales,high
3017,4493,4493,5804.0,0.61,0.78,3.0,200.0,3.0,0.0,0.0,technical,high
3018,4494,4494,8947.0,0.6,0.5,3.0,208.0,2.0,0.0,0.0,sales,medium
3019,4495,4495,9286.0,0.87,0.82,4.0,162.0,3.0,0.0,0.0,support,medium
3020,4497,4497,1353.0,0.49,0.43,2.0,130.0,3.0,0.0,0.0,technical,low
3021,4501,4501,1701.0,0.12,0.86,7.0,270.0,4.0,1.0,0.0,product_mng,low
3022,4504,4504,3975.0,0.18,0.94,6.0,261.0,6.0,1.0,0.0,sales,medium
3023,4505,4505,9345.0,0.89,0.8,3.0,211.0,2.0,0.0,0.0,sales,high
3024,4506,4506,12532.0,0.25,0.83,3.0,283.0,4.0,0.0,0.0,sales,medium
3025,4507,4507,2091.0,0.09,0.4,6.0,115.0,6.0,0.0,0.0,marketing,high
3026,4508,4508,14552.0,0.67,0.53,4.0,235.0,3.0,0.0,1.0,management,medium
3027,4509,4509,11278.0,0.54,0.64,3.0,161.0,3.0,1.0,1.0,sales,medium
3028,4510,4510,14112.0,0.9,0.86,4.0,174.0,3.0,0.0,0.0,management,high
3029,4512,4512,5999.0,0.53,0.84,3.0,158.0,2.0,0.0,0.0,sales,medium
3030,4513,4513,9734.0,0.1,0.86,6.0,114.0,4.0,0.0,0.0,IT,medium
3031,4514,4514,12586.0,0.33,0.49,2.0,150.0,5.0,0.0,0.0,sales,low
3032,4516,4516,4663.0,0.46,0.58,2.0,138.0,5.0,0.0,0.0,technical,low
3033,4517,4517,7384.0,0.64,0.61,4.0,205.0,2.0,0.0,0.0,marketing,medium
3034,4519,4519,9350.0,0.85,0.95,4.0,262.0,3.0,0.0,0.0,sales,high
3035,4523,4523,5967.0,0.93,0.78,3.0,140.0,8.0,0.0,0.0,sales,medium
3036,4524,4524,12661.0,0.68,0.69,3.0,214.0,3.0,0.0,0.0,management,high
3037,4525,4525,3159.0,0.69,0.92,2.0,253.0,6.0,0.0,0.0,sales,low
3038,4526,4526,12423.0,0.15,1.0,5.0,269.0,6.0,0.0,0.0,support,low
3039,4527,4527,3232.0,0.59,0.72,3.0,237.0,3.0,1.0,0.0,hr,high
3040,4528,4528,5327.0,0.37,0.47,3.0,168.0,3.0,0.0,1.0,RandD,low
3041,4529,4529,3834.0,0.67,0.79,4.0,157.0,2.0,0.0,0.0,support,medium
3042,4532,4532,6635.0,0.72,0.74,4.0,152.0,3.0,1.0,0.0,RandD,low
3043,4533,4533,1683.0,0.12,0.9,7.0,251.0,4.0,0.0,0.0,accounting,low
3044,4535,4535,6962.0,0.13,0.53,3.0,196.0,6.0,0.0,0.0,technical,high
3045,4536,4536,6230.0,0.79,0.54,3.0,145.0,3.0,0.0,1.0,management,low
3046,4537,4537,3333.0,0.15,0.88,7.0,287.0,4.0,0.0,0.0,support,low
3047,4539,4539,465.0,0.14,0.78,7.0,291.0,5.0,0.0,0.0,IT,low
3048,4540,4540,2095.0,0.81,0.87,3.0,250.0,3.0,0.0,0.0,support,low
3049,4541,4541,9957.0,0.5,0.74,3.0,224.0,3.0,0.0,1.0,sales,high
3050,4542,4542,8268.0,0.71,0.78,4.0,249.0,5.0,0.0,0.0,sales,medium
3051,4543,4543,806.0,0.12,0.94,5.0,221.0,6.0,0.0,0.0,technical,low
3052,4544,4544,1086.0,0.9,0.72,3.0,178.0,7.0,0.0,0.0,technical,medium
3053,4547,4547,942.0,0.14,0.87,4.0,268.0,5.0,0.0,0.0,IT,low
3054,4548,4548,14667.0,0.75,0.95,3.0,273.0,4.0,0.0,1.0,management,medium
3055,4549,4549,616.0,0.1,1.0,7.0,268.0,4.0,0.0,0.0,marketing,medium
3056,4550,4550,10936.0,0.94,0.68,3.0,174.0,5.0,0.0,0.0,sales,low
3057,4551,4551,8260.0,0.92,0.9,4.0,272.0,5.0,0.0,0.0,accounting,low
3058,4554,4554,10849.0,0.43,0.43,2.0,174.0,3.0,0.0,0.0,sales,medium
3059,4556,4556,12263.0,0.67,0.79,4.0,205.0,2.0,0.0,0.0,management,high
3060,4557,4557,14679.0,0.62,0.47,3.0,115.0,10.0,0.0,0.0,management,high
3061,4558,4558,12891.0,0.62,0.53,3.0,272.0,7.0,0.0,0.0,sales,medium
3062,4559,4559,2709.0,0.97,0.81,5.0,167.0,5.0,0.0,0.0,IT,low
3063,4560,4560,13445.0,0.67,0.51,3.0,140.0,2.0,0.0,0.0,sales,medium
3064,4561,4561,13683.0,0.42,0.7,2.0,123.0,3.0,0.0,0.0,IT,medium
3065,4563,4563,14148.0,0.93,0.63,4.0,169.0,2.0,0.0,0.0,sales,low
3066,4564,4564,3785.0,0.66,0.5,2.0,163.0,3.0,0.0,0.0,RandD,low
3067,4566,4566,3188.0,0.71,0.76,3.0,228.0,3.0,0.0,0.0,technical,low
3068,4569,4569,2053.0,0.73,0.84,5.0,199.0,5.0,0.0,0.0,marketing,low
3069,4570,4570,1031.0,0.9,0.6,4.0,156.0,4.0,0.0,0.0,IT,medium
3070,4571,4571,8678.0,0.69,0.48,2.0,174.0,3.0,0.0,0.0,IT,medium
3071,4572,4572,9492.0,0.09,0.86,6.0,308.0,6.0,0.0,0.0,sales,low
3072,4573,4573,4611.0,0.84,0.58,2.0,151.0,3.0,0.0,0.0,marketing,low
3073,4577,4577,5388.0,0.88,0.98,5.0,179.0,2.0,0.0,0.0,support,medium
3074,4578,4578,14676.0,0.61,0.47,3.0,140.0,10.0,0.0,0.0,sales,medium
3075,4579,4579,10933.0,0.73,0.86,3.0,150.0,7.0,0.0,0.0,sales,medium
3076,4581,4581,14999.0,0.76,0.83,5.0,151.0,2.0,0.0,0.0,sales,medium
3077,4583,4583,14999.0,0.37,0.8,2.0,123.0,3.0,0.0,0.0,product_mng,low
3078,4584,4584,9496.0,0.21,0.83,6.0,270.0,4.0,0.0,0.0,sales,medium
3079,4585,4585,11956.0,0.77,0.68,4.0,192.0,4.0,0.0,0.0,accounting,medium
3080,4586,4586,2062.0,0.38,0.46,2.0,142.0,3.0,0.0,0.0,technical,low
3081,4587,4587,622.0,0.87,0.97,3.0,226.0,3.0,0.0,1.0,support,low
3082,4588,4588,12388.0,0.65,0.91,3.0,291.0,4.0,0.0,0.0,management,high
3083,4590,4590,6505.0,0.9,0.75,3.0,169.0,3.0,0.0,0.0,marketing,high
3084,4594,4594,6123.0,0.62,0.82,3.0,246.0,3.0,0.0,0.0,RandD,low
3085,4600,4600,11806.0,0.61,0.51,3.0,127.0,8.0,0.0,0.0,sales,medium
3086,4602,4602,4022.0,0.62,0.67,3.0,128.0,3.0,0.0,0.0,technical,low
3087,4603,4603,5219.0,0.2,0.46,3.0,188.0,2.0,1.0,0.0,sales,medium
3088,4604,4604,3643.0,0.69,0.49,2.0,161.0,3.0,0.0,0.0,IT,medium
3089,4607,4607,2964.0,0.75,0.55,3.0,134.0,3.0,0.0,1.0,hr,low
3090,4608,4608,11839.0,0.13,0.9,6.0,279.0,4.0,0.0,0.0,sales,medium
3091,4609,4609,7524.0,0.56,0.66,4.0,259.0,5.0,0.0,0.0,accounting,low
3092,4610,4610,4834.0,0.66,0.45,4.0,185.0,3.0,0.0,0.0,support,medium
3093,4615,4615,7913.0,0.13,0.9,6.0,259.0,6.0,0.0,0.0,technical,medium
3094,4617,4617,10075.0,0.98,0.74,5.0,238.0,3.0,0.0,0.0,IT,medium
3095,4619,4619,8115.0,0.71,0.45,5.0,235.0,2.0,0.0,0.0,technical,medium
3096,4620,4620,12611.0,0.35,0.49,2.0,127.0,3.0,0.0,0.0,management,high
3097,4621,4621,7476.0,0.64,0.72,5.0,198.0,3.0,0.0,0.0,management,high
3098,4622,4622,1032.0,0.69,0.53,5.0,256.0,4.0,0.0,0.0,product_mng,low
3099,4623,4623,12102.0,0.92,0.82,3.0,252.0,4.0,0.0,0.0,sales,medium
3100,4624,4624,4352.0,0.57,0.61,5.0,224.0,6.0,0.0,0.0,support,medium
3101,4625,4625,7167.0,0.72,0.5,4.0,161.0,3.0,0.0,0.0,sales,low
3102,4626,4626,8615.0,0.7,0.74,5.0,235.0,5.0,0.0,0.0,sales,medium
3103,4629,4629,14591.0,0.93,0.7,3.0,158.0,3.0,0.0,1.0,sales,low
3104,4630,4630,8688.0,0.76,0.95,4.0,154.0,3.0,0.0,0.0,support,medium
3105,4632,4632,1116.0,0.12,0.4,6.0,104.0,6.0,0.0,0.0,product_mng,low
3106,4633,4633,6152.0,0.7,0.98,3.0,159.0,3.0,0.0,0.0,product_mng,high
3107,4634,4634,9342.0,0.75,0.71,3.0,238.0,2.0,0.0,0.0,product_mng,medium
3108,4636,4636,12522.0,0.51,0.64,2.0,145.0,8.0,0.0,0.0,IT,low
3109,4638,4638,13868.0,0.97,0.83,5.0,142.0,3.0,0.0,1.0,sales,medium
3110,4639,4639,8381.0,0.59,0.51,6.0,187.0,4.0,0.0,0.0,support,low
3111,4640,4640,9886.0,0.79,0.78,5.0,252.0,6.0,0.0,0.0,accounting,low
3112,4641,4641,14636.0,0.97,0.86,4.0,251.0,10.0,0.0,0.0,management,low
3113,4643,4643,2212.0,0.68,0.51,2.0,152.0,3.0,0.0,0.0,sales,low
3114,4645,4645,8615.0,0.75,0.63,4.0,257.0,3.0,0.0,0.0,sales,medium
3115,4648,4648,5695.0,0.64,0.98,3.0,262.0,4.0,0.0,0.0,product_mng,medium
3116,4651,4651,3081.0,0.84,0.96,5.0,276.0,5.0,0.0,0.0,sales,low
3117,4652,4652,4891.0,0.88,0.85,3.0,196.0,3.0,0.0,0.0,support,medium
3118,4653,4653,7415.0,0.49,0.94,4.0,218.0,5.0,0.0,0.0,IT,low
3119,4654,4654,8375.0,0.11,0.83,4.0,272.0,4.0,0.0,0.0,IT,low
3120,4660,4660,7756.0,0.95,0.5,3.0,170.0,3.0,0.0,0.0,support,medium
3121,4661,4661,11573.0,0.71,0.77,3.0,266.0,8.0,0.0,1.0,marketing,low
3122,4663,4663,8692.0,0.75,0.81,6.0,198.0,5.0,0.0,0.0,RandD,medium
3123,4664,4664,9311.0,0.55,0.8,4.0,150.0,3.0,0.0,1.0,management,high
3124,4665,4665,7378.0,0.7,0.78,4.0,209.0,3.0,0.0,0.0,technical,medium
3125,4666,4666,12317.0,0.16,0.38,2.0,102.0,4.0,0.0,0.0,hr,medium
3126,4667,4667,12360.0,0.37,0.38,2.0,126.0,3.0,0.0,0.0,marketing,low
3127,4668,4668,11275.0,0.86,0.79,4.0,242.0,4.0,1.0,0.0,support,medium
3128,4669,4669,13711.0,0.94,0.48,2.0,132.0,3.0,0.0,0.0,IT,low
3129,4671,4671,11943.0,0.93,1.0,4.0,251.0,3.0,0.0,1.0,marketing,medium
3130,4673,4673,13886.0,0.67,0.83,4.0,304.0,5.0,0.0,0.0,management,medium
3131,4675,4675,11998.0,0.82,0.75,3.0,176.0,3.0,0.0,0.0,marketing,low
3132,4676,4676,1584.0,0.69,0.87,5.0,155.0,3.0,0.0,0.0,technical,high
3133,4677,4677,10477.0,0.11,0.88,6.0,268.0,4.0,0.0,0.0,IT,medium
3134,4678,4678,1.0,0.69,0.82,4.0,251.0,5.0,0.0,0.0,sales,low
3135,4679,4679,4499.0,0.75,0.82,4.0,249.0,3.0,1.0,1.0,accounting,medium
3136,4682,4682,13854.0,0.67,0.9,5.0,270.0,2.0,0.0,0.0,accounting,high
3137,4683,4683,3829.0,0.61,0.96,3.0,170.0,3.0,1.0,0.0,accounting,high
3138,4685,4685,4296.0,0.45,0.55,3.0,202.0,3.0,0.0,0.0,RandD,high
3139,4686,4686,2508.0,0.7,0.9,4.0,237.0,3.0,0.0,0.0,technical,high
3140,4689,4689,813.0,0.12,0.91,7.0,281.0,4.0,0.0,0.0,accounting,low
3141,4691,4691,11913.0,0.82,0.5,3.0,140.0,3.0,0.0,0.0,sales,high
3142,4695,4695,11245.0,0.78,0.91,3.0,242.0,4.0,0.0,0.0,support,low
3143,4696,4696,12207.0,0.89,0.94,4.0,257.0,3.0,0.0,1.0,management,medium
3144,4697,4697,1561.0,0.16,0.86,3.0,248.0,4.0,0.0,0.0,sales,low
3145,4698,4698,6023.0,0.51,0.66,4.0,240.0,4.0,0.0,0.0,RandD,medium
3146,4700,4700,13210.0,0.42,0.49,2.0,132.0,3.0,0.0,0.0,sales,low
3147,4701,4701,2699.0,0.86,0.76,4.0,216.0,3.0,0.0,0.0,sales,low
3148,4702,4702,13483.0,0.84,0.89,6.0,289.0,4.0,0.0,0.0,sales,medium
3149,4703,4703,14999.0,0.44,0.43,2.0,117.0,3.0,0.0,0.0,sales,low
3150,4704,4704,14059.0,0.39,0.49,6.0,182.0,5.0,0.0,0.0,sales,low
3151,4705,4705,9609.0,0.66,0.51,4.0,244.0,3.0,0.0,0.0,management,high
3152,4706,4706,5641.0,0.95,0.52,5.0,156.0,2.0,1.0,0.0,sales,low
3153,4707,4707,8425.0,0.77,0.72,4.0,249.0,3.0,0.0,0.0,accounting,medium
3154,4708,4708,4204.0,0.63,0.73,3.0,131.0,4.0,1.0,1.0,sales,high
3155,4709,4709,2553.0,0.2,0.61,5.0,199.0,6.0,0.0,0.0,sales,high
3156,4710,4710,2106.0,0.65,0.57,3.0,132.0,10.0,0.0,0.0,sales,medium
3157,4711,4711,10815.0,0.14,0.65,3.0,261.0,4.0,0.0,0.0,accounting,low
3158,4712,4712,7895.0,0.13,0.85,5.0,269.0,3.0,0.0,0.0,technical,low
3159,4713,4713,4147.0,0.74,0.77,4.0,264.0,3.0,0.0,0.0,marketing,low
3160,4714,4714,1674.0,0.14,0.8,6.0,297.0,5.0,0.0,0.0,IT,low
3161,4717,4717,1728.0,0.61,0.88,5.0,190.0,10.0,0.0,0.0,sales,low
3162,4720,4720,13776.0,0.62,0.64,6.0,156.0,3.0,0.0,0.0,IT,low
3163,4721,4721,5000.0,0.74,0.74,5.0,208.0,3.0,0.0,0.0,support,high
3164,4722,4722,9015.0,1.0,0.74,5.0,235.0,3.0,0.0,0.0,IT,medium
3165,4723,4723,10684.0,0.66,0.52,4.0,154.0,5.0,0.0,0.0,sales,medium
3166,4724,4724,13851.0,0.75,0.8,4.0,242.0,3.0,0.0,1.0,sales,medium
3167,4725,4725,11754.0,0.76,0.82,4.0,171.0,3.0,0.0,0.0,support,medium
3168,4727,4727,9138.0,0.82,0.77,4.0,185.0,3.0,0.0,1.0,accounting,high
3169,4728,4728,5954.0,0.81,0.66,3.0,135.0,3.0,0.0,0.0,hr,low
3170,4730,4730,13522.0,0.53,0.78,3.0,193.0,4.0,0.0,0.0,product_mng,high
3171,4731,4731,11169.0,0.56,0.75,3.0,262.0,2.0,0.0,0.0,support,high
3172,4732,4732,10758.0,0.47,0.48,2.0,133.0,3.0,0.0,0.0,hr,medium
3173,4737,4737,13974.0,0.99,0.75,3.0,141.0,3.0,0.0,0.0,product_mng,low
3174,4738,4738,9953.0,0.72,0.74,3.0,140.0,3.0,0.0,0.0,accounting,low
3175,4739,4739,2045.0,0.73,0.69,5.0,283.0,4.0,1.0,0.0,RandD,low
3176,4740,4740,10885.0,0.71,0.48,4.0,184.0,3.0,0.0,0.0,sales,medium
3177,4742,4742,12633.0,0.71,0.77,6.0,268.0,4.0,0.0,0.0,management,medium
3178,4743,4743,6041.0,0.94,0.72,4.0,256.0,10.0,0.0,0.0,IT,medium
3179,4745,4745,1631.0,0.74,0.49,6.0,137.0,2.0,0.0,0.0,hr,low
3180,4746,4746,4399.0,0.7,0.57,4.0,171.0,3.0,0.0,0.0,product_mng,medium
3181,4748,4748,14999.0,0.46,0.47,2.0,131.0,3.0,0.0,0.0,sales,low
3182,4750,4750,2412.0,0.67,0.9,4.0,161.0,5.0,0.0,0.0,IT,medium
3183,4751,4751,5381.0,0.56,0.86,3.0,155.0,6.0,0.0,0.0,IT,medium
3184,4752,4752,5928.0,0.9,0.7,3.0,130.0,3.0,0.0,0.0,sales,low
3185,4753,4753,1045.0,0.38,0.44,2.0,140.0,3.0,0.0,0.0,RandD,medium
3186,4754,4754,14685.0,0.39,0.56,2.0,129.0,3.0,0.0,0.0,product_mng,high
3187,4755,4755,4957.0,0.91,0.82,3.0,227.0,4.0,0.0,0.0,product_mng,low
3188,4756,4756,13711.0,0.72,0.7,4.0,156.0,3.0,0.0,0.0,sales,medium
3189,4758,4758,1859.0,0.09,0.89,6.0,310.0,6.0,0.0,0.0,technical,low
3190,4759,4759,1950.0,0.09,0.81,6.0,271.0,4.0,0.0,0.0,sales,low
3191,4760,4760,11139.0,0.72,0.59,3.0,166.0,6.0,1.0,0.0,sales,medium
3192,4761,4761,9838.0,0.38,0.56,2.0,164.0,10.0,0.0,0.0,sales,low
3193,4762,4762,14329.0,0.74,0.59,3.0,281.0,7.0,0.0,0.0,sales,medium
3194,4764,4764,13404.0,0.5,0.48,4.0,138.0,3.0,0.0,0.0,management,high
3195,4766,4766,2876.0,0.63,0.78,5.0,283.0,6.0,0.0,0.0,IT,medium
3196,4767,4767,3745.0,0.64,0.81,4.0,130.0,3.0,0.0,0.0,marketing,medium
3197,4768,4768,7242.0,0.6,0.79,3.0,210.0,3.0,0.0,0.0,technical,low
3198,4769,4769,4481.0,0.58,0.49,3.0,163.0,3.0,0.0,0.0,sales,medium
3199,4770,4770,10830.0,0.83,0.87,3.0,282.0,3.0,0.0,0.0,accounting,medium
3200,4771,4771,3571.0,0.22,0.87,3.0,141.0,6.0,0.0,0.0,technical,low
3201,4772,4772,3825.0,0.15,0.91,5.0,241.0,7.0,0.0,0.0,sales,medium
3202,4773,4773,5508.0,0.48,0.71,3.0,198.0,2.0,0.0,0.0,sales,medium
3203,4776,4776,12628.0,0.7,0.51,3.0,150.0,3.0,0.0,0.0,sales,high
3204,4777,4777,8017.0,0.94,0.74,3.0,254.0,4.0,0.0,0.0,sales,medium
3205,4779,4779,9788.0,0.09,0.89,7.0,262.0,4.0,0.0,0.0,accounting,low
3206,4780,4780,12030.0,0.77,0.84,5.0,243.0,4.0,0.0,0.0,sales,low
3207,4782,4782,1302.0,0.11,0.86,7.0,264.0,4.0,0.0,0.0,marketing,low
3208,4784,4784,13538.0,0.76,0.65,4.0,150.0,8.0,1.0,0.0,sales,medium
3209,4786,4786,1978.0,0.71,0.79,5.0,253.0,3.0,0.0,0.0,product_mng,high
3210,4788,4788,8016.0,0.66,0.62,3.0,226.0,2.0,0.0,0.0,support,high
3211,4789,4789,7364.0,0.18,0.78,3.0,202.0,3.0,0.0,0.0,support,medium
3212,4793,4793,7315.0,0.91,0.99,3.0,201.0,5.0,0.0,0.0,product_mng,low
3213,4794,4794,9751.0,0.6,0.76,3.0,149.0,3.0,0.0,0.0,support,medium
3214,4798,4798,3629.0,0.48,0.45,2.0,140.0,3.0,0.0,0.0,sales,medium
3215,4799,4799,12182.0,0.69,0.8,3.0,200.0,3.0,0.0,0.0,sales,medium
3216,4800,4800,9703.0,0.65,0.73,3.0,197.0,2.0,0.0,0.0,sales,medium
3217,4801,4801,14814.0,0.45,0.63,3.0,136.0,7.0,0.0,0.0,sales,high
3218,4803,4803,3661.0,0.91,0.9,3.0,155.0,2.0,0.0,0.0,hr,medium
